source_hero,vs_hero,block,vs_role,score,grade_raw
겐지,프레야,상성,딜러,-1.0,약간 불리
겐지,한조,상성,딜러,2.0,유리
겐지,라이프위버,상성,힐러,0.0,중립
겐지,루시우,상성,힐러,0.0,중립
겐지,메르시,상성,힐러,1.5,매우 유리 (1대1) 중립 (팀파이트)
겐지,모이라,상성,힐러,-2.0,불리
겐지,미즈키,상성,힐러,0.0,중립
겐지,바티스트,상성,힐러,0.0,중립
겐지,브리기테,상성,힐러,-2.0,불리
겐지,아나,상성,힐러,0.0,중립
겐지,우양,상성,힐러,2.0,유리
겐지,일리아리,상성,힐러,-1.0,중립 불리 (일광 화상 특전)
겐지,제트팩 캣,상성,힐러,-3.0,매우 불리
겐지,젠야타,상성,힐러,3.0,매우 유리
겐지,주노,상성,힐러,2.0,유리
겐지,키리코,상성,힐러,2.0,유리
리퍼,D.Mon,상성,탱커,3.0,매우 유리
리퍼,D.Va,상성,탱커,0.0,중립
리퍼,도미나,상성,탱커,3.0,매우 유리
리퍼,둠피스트,상성,탱커,3.0,매우 유리
리퍼,라마트라,상성,탱커,3.0,매우 유리
리퍼,라인하르트,상성,탱커,2.0,유리
리퍼,레킹볼,상성,탱커,3.0,매우 유리
리퍼,로드호그,상성,탱커,0.0,중립
리퍼,마우가,상성,탱커,2.0,유리
리퍼,시그마,상성,탱커,0.0,중립
리퍼,오리사,상성,탱커,0.0,중립
리퍼,윈스턴,상성,탱커,3.0,매우 유리
리퍼,자리야,상성,탱커,2.0,유리
리퍼,정커퀸,상성,탱커,2.0,유리
리퍼,해저드,상성,탱커,3.0,매우 유리
리퍼,겐지,상성,딜러,0.0,중립
리퍼,메이,상성,딜러,1.0,약간 유리
리퍼,바스티온,상성,딜러,0.0,유리 (수색모드) 불리 (강습모드)
리퍼,벤데타,상성,딜러,3.0,매우 유리
리퍼,벤처,상성,딜러,3.0,매우 유리
리퍼,소전,상성,딜러,-2.0,불리
리퍼,솔저: 76,상성,딜러,0.0,중립
리퍼,솜브라,상성,딜러,2.0,유리
리퍼,시메트라,상성,딜러,2.0,유리
리퍼,시에라,상성,딜러,0.0,중립
리퍼,시온,상성,딜러,3.0,매우 유리
리퍼,안란,상성,딜러,3.0,매우 유리
리퍼,애쉬,상성,딜러,-1.0,약간 불리
리퍼,에코,상성,딜러,0.0,중립
리퍼,엠레,상성,딜러,0.0,중립
리퍼,위도우메이커,상성,딜러,-2.0,불리
리퍼,정크랫,상성,딜러,-1.0,약간 불리
리퍼,캐서디,상성,딜러,-2.0,불리
리퍼,토르비욘,상성,딜러,-2.0,불리
리퍼,트레이서,상성,딜러,3.0,매우 유리
리퍼,파라,상성,딜러,-3.0,매우 불리
리퍼,프레야,상성,딜러,0.0,중립
리퍼,한조,상성,딜러,-2.0,불리
리퍼,라이프위버,상성,힐러,-2.0,불리
리퍼,루시우,상성,힐러,-2.0,불리
리퍼,메르시,상성,힐러,3.0,매우 유리
리퍼,모이라,상성,힐러,3.0,매우 유리
리퍼,미즈키,상성,힐러,0.0,중립
리퍼,바티스트,상성,힐러,1.0,약간 유리
리퍼,브리기테,상성,힐러,0.5,매우 유리 (1대1) 불리 (그 외)
리퍼,아나,상성,힐러,0.0,중립
리퍼,우양,상성,힐러,-2.0,불리
리퍼,일리아리,상성,힐러,-2.0,불리
리퍼,제트팩 캣,상성,힐러,-1.0,약간 불리
리퍼,젠야타,상성,힐러,-1.0,약간 불리
리퍼,주노,상성,힐러,0.0,중립
리퍼,키리코,상성,힐러,1.0,약간 유리
메이,D.Va,상성,탱커,3.0,매우 유리
메이,도미나,상성,탱커,-2.0,불리
메이,둠피스트,상성,탱커,1.0,약간 유리
메이,라마트라,상성,탱커,2.0,유리
메이,라인하르트,상성,탱커,2.0,유리
메이,레킹볼,상성,탱커,0.0,중립
메이,로드호그,상성,탱커,1.0,약간 유리
메이,마우가,상성,탱커,2.0,유리
메이,시그마,상성,탱커,1.0,약간 유리
메이,오리사,상성,탱커,-3.0,매우 불리
메이,윈스턴,상성,탱커,-2.0,불리
메이,자리야,상성,탱커,-2.0,불리
메이,정커퀸,상성,탱커,2.0,유리
메이,해저드,상성,탱커,-1.0,약간 불리
메이,겐지,상성,딜러,2.0,유리
메이,리퍼,상성,딜러,-1.0,약간 불리
메이,바스티온,상성,딜러,-1.0,약간 불리
메이,벤데타,상성,딜러,0.0,유동적
메이,벤처,상성,딜러,0.0,중립
메이,소전,상성,딜러,-2.0,불리
메이,솔저: 76,상성,딜러,-2.0,불리
메이,솜브라,상성,딜러,-0.5,유리 (대인전) 매우 불리 (궁극기 상성)
메이,시메트라,상성,딜러,1.0,약간 유리
메이,시에라,상성,딜러,-2.0,불리
메이,시온,상성,딜러,1.0,약간 유리
메이,안란,상성,딜러,1.0,약간 유리
메이,애쉬,상성,딜러,-2.0,불리
메이,에코,상성,딜러,-1.0,약간 불리
메이,엠레,상성,딜러,-2.0,불리
메이,위도우메이커,상성,딜러,-2.0,불리
메이,정크랫,상성,딜러,-2.0,불리
메이,캐서디,상성,딜러,-1.0,약간 불리
메이,토르비욘,상성,딜러,0.0,유동적
메이,트레이서,상성,딜러,-1.0,약간 불리
메이,파라,상성,딜러,-3.0,매우 불리
메이,프레야,상성,딜러,-2.0,불리
메이,한조,상성,딜러,-2.0,불리
메이,라이프위버,상성,힐러,-2.0,불리
메이,루시우,상성,힐러,-2.0,불리
메이,메르시,상성,힐러,-1.0,약간 불리
메이,모이라,상성,힐러,0.0,중립
메이,미즈키,상성,힐러,-1.0,약간 불리
메이,바티스트,상성,힐러,-2.0,불리
메이,브리기테,상성,힐러,0.0,중립
메이,아나,상성,힐러,2.0,유리
메이,우양,상성,힐러,-2.0,불리
메이,일리아리,상성,힐러,-2.0,불리
메이,제트팩 캣,상성,힐러,-3.0,매우 불리
메이,젠야타,상성,힐러,-2.0,불리
메이,주노,상성,힐러,0.0,중립
메이,키리코,상성,힐러,-2.5,매우 불리 불리 (냉대 특전)
바스티온,D.Mon,상성,탱커,3.0,매우 유리
바스티온,D.Va,상성,탱커,0.0,중립
바스티온,도미나,상성,탱커,2.0,유리
바스티온,둠피스트,상성,탱커,3.0,매우 유리
바스티온,라마트라,상성,탱커,0.0,중립
바스티온,라인하르트,상성,탱커,2.0,유리
바스티온,레킹볼,상성,탱커,2.0,유리
바스티온,로드호그,상성,탱커,0.0,중립
바스티온,마우가,상성,탱커,0.0,중립
바스티온,시그마,상성,탱커,0.0,중립
바스티온,오리사,상성,탱커,2.0,유리
바스티온,윈스턴,상성,탱커,3.0,매우 유리
바스티온,자리야,상성,탱커,0.5,불리 (수색모드) 매우 유리 (강습모드)
바스티온,정커퀸,상성,탱커,0.0,중립
바스티온,해저드,상성,탱커,2.0,유리
바스티온,겐지,상성,딜러,-3.0,매우 불리
바스티온,리퍼,상성,딜러,0.0,중립
바스티온,메이,상성,딜러,0.0,중립
바스티온,벤데타,상성,딜러,2.0,유리
바스티온,벤처,상성,딜러,2.0,유리
바스티온,소전,상성,딜러,-2.0,불리
바스티온,솔저: 76,상성,딜러,0.0,중립
바스티온,솜브라,상성,딜러,-2.0,불리
바스티온,시메트라,상성,딜러,2.0,유리
바스티온,시에라,상성,딜러,-2.0,불리
바스티온,시온,상성,딜러,2.0,유리
바스티온,안란,상성,딜러,1.0,약간 유리
바스티온,애쉬,상성,딜러,0.0,중립
바스티온,에코,상성,딜러,-2.0,불리
바스티온,엠레,상성,딜러,0.0,중립
바스티온,위도우메이커,상성,딜러,0.0,중립
바스티온,정크랫,상성,딜러,-2.0,불리
바스티온,캐서디,상성,딜러,2.0,유리
바스티온,토르비욘,상성,딜러,2.0,유리
바스티온,트레이서,상성,딜러,-2.0,불리
바스티온,파라,상성,딜러,2.0,유리
바스티온,프레야,상성,딜러,-3.0,매우 불리
바스티온,한조,상성,딜러,-3.0,매우 불리
바스티온,라이프위버,상성,힐러,2.0,유리
바스티온,루시우,상성,힐러,0.0,중립
바스티온,메르시,상성,힐러,2.0,유리
바스티온,모이라,상성,힐러,2.0,유리
바스티온,미즈키,상성,힐러,0.0,중립
바스티온,바티스트,상성,힐러,0.0,중립
바스티온,브리기테,상성,힐러,3.0,매우 유리
바스티온,아나,상성,힐러,-3.0,매우 불리
바스티온,우양,상성,힐러,0.0,중립
바스티온,일리아리,상성,힐러,0.0,중립
바스티온,제트팩 캣,상성,힐러,2.0,유리
바스티온,젠야타,상성,힐러,-2.0,불리
바스티온,주노,상성,힐러,2.0,유리
바스티온,키리코,상성,힐러,1.0,약간 유리
벤데타,D.Va,상성,탱커,3.0,매우 유리
벤데타,도미나,상성,탱커,3.0,매우 유리
벤데타,둠피스트,상성,탱커,0.0,중립
벤데타,라마트라,상성,탱커,0.0,중립
벤데타,라인하르트,상성,탱커,-1.0,약간 불리
벤데타,레킹볼,상성,탱커,2.0,유리
벤데타,로드호그,상성,탱커,-3.0,매우 불리
벤데타,마우가,상성,탱커,-2.0,불리
벤데타,시그마,상성,탱커,0.0,중립
벤데타,오리사,상성,탱커,-2.0,불리
벤데타,윈스턴,상성,탱커,3.0,매우 유리
벤데타,자리야,상성,탱커,0.0,중립
벤데타,정커퀸,상성,탱커,0.0,중립
벤데타,해저드,상성,탱커,-1.0,약간 불리
벤데타,겐지,상성,딜러,2.0,유리
벤데타,리퍼,상성,딜러,-3.0,매우 불리
벤데타,메이,상성,딜러,0.0,중립
벤데타,바스티온,상성,딜러,-2.0,불리
벤데타,벤처,상성,딜러,0.0,중립
벤데타,소전,상성,딜러,-1.0,약간 불리
벤데타,솔저: 76,상성,딜러,3.0,매우 유리
벤데타,솜브라,상성,딜러,-2.0,불리
벤데타,시메트라,상성,딜러,1.5,매우 유리 (대인전) 중립 (다인전)
벤데타,시에라,상성,딜러,-3.0,매우 불리
벤데타,시온,상성,딜러,0.0,중립
벤데타,안란,상성,딜러,-2.0,불리
벤데타,애쉬,상성,딜러,0.0,중립
벤데타,에코,상성,딜러,-3.0,매우 불리
벤데타,엠레,상성,딜러,2.0,유리
벤데타,위도우메이커,상성,딜러,2.0,유리
벤데타,정크랫,상성,딜러,-3.0,매우 불리
벤데타,캐서디,상성,딜러,-3.0,매우 불리
벤데타,토르비욘,상성,딜러,-3.0,매우 불리
벤데타,트레이서,상성,딜러,0.0,중립
벤데타,파라,상성,딜러,-3.0,매우 불리
벤데타,프레야,상성,딜러,-1.0,약간 불리
벤데타,한조,상성,딜러,2.0,유리
벤데타,라이프위버,상성,힐러,2.0,유리
벤데타,루시우,상성,힐러,0.0,중립
벤데타,메르시,상성,힐러,-1.0,약간 불리
벤데타,모이라,상성,힐러,-2.0,불리
벤데타,미즈키,상성,힐러,-2.0,불리
벤데타,바티스트,상성,힐러,0.0,중립
벤데타,브리기테,상성,힐러,2.0,유리
벤데타,아나,상성,힐러,-2.0,불리
벤데타,우양,상성,힐러,2.0,유리
벤데타,일리아리,상성,힐러,1.0,약간 유리
벤데타,제트팩 캣,상성,힐러,-3.0,매우 불리
벤데타,젠야타,상성,힐러,-1.0,약간 불리
벤데타,주노,상성,힐러,1.0,약간 유리
벤데타,키리코,상성,힐러,0.0,중립
벤처,D.Va,상성,탱커,3.0,매우 유리
벤처,도미나,상성,탱커,1.0,약간 유리
벤처,둠피스트,상성,탱커,-2.0,불리
벤처,라마트라,상성,탱커,-1.0,약간 불리
벤처,라인하르트,상성,탱커,-2.0,불리
벤처,레킹볼,상성,탱커,0.0,중립
벤처,로드호그,상성,탱커,-3.0,매우 불리
벤처,마우가,상성,탱커,-3.0,매우 불리
벤처,시그마,상성,탱커,0.0,중립
벤처,오리사,상성,탱커,-2.0,불리
벤처,윈스턴,상성,탱커,-1.0,약간 불리
벤처,자리야,상성,탱커,-2.0,불리
벤처,정커퀸,상성,탱커,-2.0,불리
벤처,해저드,상성,탱커,-2.0,불리
벤처,겐지,상성,딜러,2.0,유리
벤처,리퍼,상성,딜러,-3.0,매우 불리
벤처,메이,상성,딜러,0.0,중립
벤처,바스티온,상성,딜러,-2.0,불리
벤처,벤데타,상성,딜러,0.0,중립
벤처,소전,상성,딜러,-1.0,약간 불리
벤처,솔저: 76,상성,딜러,1.0,약간 유리
벤처,솜브라,상성,딜러,-2.0,불리
벤처,시메트라,상성,딜러,1.5,매우 유리 (대인전) 중립 (운영)
벤처,시에라,상성,딜러,-2.0,불리
벤처,시온,상성,딜러,-1.0,약간 불리
벤처,안란,상성,딜러,2.0,유리
벤처,애쉬,상성,딜러,0.0,중립
벤처,에코,상성,딜러,-2.0,불리
벤처,엠레,상성,딜러,0.0,중립
벤처,위도우메이커,상성,딜러,0.0,중립
벤처,정크랫,상성,딜러,0.0,중립
벤처,캐서디,상성,딜러,-3.0,매우 불리
벤처,토르비욘,상성,딜러,-2.0,불리
벤처,트레이서,상성,딜러,1.0,약간 유리
벤처,파라,상성,딜러,-2.0,불리
벤처,프레야,상성,딜러,-1.0,약간 불리
벤처,한조,상성,딜러,-2.0,불리
벤처,라이프위버,상성,힐러,-2.0,불리
벤처,루시우,상성,힐러,-2.0,불리
벤처,메르시,상성,힐러,0.0,중립
벤처,모이라,상성,힐러,1.0,약간 유리
벤처,미즈키,상성,힐러,-2.0,불리
벤처,바티스트,상성,힐러,-2.0,불리
벤처,브리기테,상성,힐러,0.0,중립
벤처,아나,상성,힐러,0.0,중립
벤처,우양,상성,힐러,0.0,중립
벤처,일리아리,상성,힐러,3.0,매우 유리
벤처,제트팩 캣,상성,힐러,-3.0,매우 불리
벤처,젠야타,상성,힐러,0.0,중립
벤처,주노,상성,힐러,-2.0,불리
벤처,키리코,상성,힐러,-1.0,약간 불리
소전,D.Va,상성,탱커,-1.0,약간 불리
소전,도미나,상성,탱커,2.0,유리
소전,둠피스트,상성,탱커,-1.0,약간 불리
소전,라마트라,상성,탱커,-1.0,약간 불리
소전,라인하르트,상성,탱커,-2.0,불리
소전,레킹볼,상성,탱커,-3.0,매우 불리
소전,로드호그,상성,탱커,2.0,유리
소전,마우가,상성,탱커,1.0,약간 유리
소전,시그마,상성,탱커,-2.0,불리
소전,오리사,상성,탱커,0.0,중립
소전,윈스턴,상성,탱커,-2.0,불리
소전,자리야,상성,탱커,-2.0,불리
소전,정커퀸,상성,탱커,2.0,유리
소전,해저드,상성,탱커,-2.0,불리
소전,겐지,상성,딜러,-2.0,불리
소전,리퍼,상성,딜러,2.0,유리
소전,메이,상성,딜러,2.0,유리
소전,바스티온,상성,딜러,2.0,유리
소전,벤데타,상성,딜러,1.0,약간 유리
소전,벤처,상성,딜러,1.0,약간 유리
소전,솔저: 76,상성,딜러,-1.0,약간 불리
소전,솜브라,상성,딜러,2.0,유리
소전,시메트라,상성,딜러,2.0,유리
소전,시에라,상성,딜러,2.0,유리
소전,시온,상성,딜러,0.0,중립
소전,안란,상성,딜러,-2.0,불리
소전,애쉬,상성,딜러,-1.0,약간 불리
소전,에코,상성,딜러,2.0,유리
소전,엠레,상성,딜러,0.0,중립
소전,위도우메이커,상성,딜러,-1.0,약간 불리
소전,정크랫,상성,딜러,2.0,유리
소전,캐서디,상성,딜러,0.0,중립
소전,토르비욘,상성,딜러,2.0,유리
소전,트레이서,상성,딜러,-1.0,약간 불리
소전,파라,상성,딜러,1.0,약간 유리
소전,프레야,상성,딜러,2.0,유리
소전,한조,상성,딜러,0.0,중립
소전,라이프위버,상성,힐러,2.0,유리
소전,루시우,상성,힐러,1.0,약간 유리
소전,메르시,상성,힐러,2.0,유리
소전,모이라,상성,힐러,0.0,중립
소전,미즈키,상성,힐러,2.0,유리
소전,바티스트,상성,힐러,0.0,중립
소전,브리기테,상성,힐러,2.0,유리
소전,아나,상성,힐러,1.0,약간 유리
소전,우양,상성,힐러,0.0,중립
소전,일리아리,상성,힐러,0.0,중립
소전,제트팩 캣,상성,힐러,1.0,약간 유리
소전,젠야타,상성,힐러,1.0,약간 유리
소전,주노,상성,힐러,1.0,약간 유리
소전,키리코,상성,힐러,0.0,중립
솔저: 76,D.Va,상성,탱커,0.0,유동적
솔저: 76,도미나,상성,탱커,1.0,약간 유리
솔저: 76,둠피스트,상성,탱커,-2.0,불리
솔저: 76,라마트라,상성,탱커,1.0,약간 유리
솔저: 76,라인하르트,상성,탱커,2.0,유리
솔저: 76,레킹볼,상성,탱커,-2.0,불리
솔저: 76,로드호그,상성,탱커,2.0,유리
솔저: 76,마우가,상성,탱커,2.0,유리
솔저: 76,시그마,상성,탱커,-1.0,약간 불리
솔저: 76,오리사,상성,탱커,-0.5,유동적 약간 불리 (보호 방벽 특전)
솔저: 76,윈스턴,상성,탱커,-2.0,불리
솔저: 76,자리야,상성,탱커,-1.0,약간 유리 (원거리) 매우 불리 (근거리)
솔저: 76,정커퀸,상성,탱커,2.0,유리
솔저: 76,해저드,상성,탱커,-3.0,매우 불리
솔저: 76,겐지,상성,딜러,-2.0,불리
솔저: 76,리퍼,상성,딜러,1.0,약간 유리
솔저: 76,메이,상성,딜러,2.0,유리
솔저: 76,바스티온,상성,딜러,1.0,매우 유리 (수색 모드) 약간 불리 (강습 모드)
솔저: 76,벤데타,상성,딜러,-3.0,매우 불리
솔저: 76,벤처,상성,딜러,-1.0,약간 불리
솔저: 76,소전,상성,딜러,1.0,약간 유리
솔저: 76,솜브라,상성,딜러,2.0,유리
솔저: 76,시메트라,상성,딜러,0.0,중립
솔저: 76,시에라,상성,딜러,0.0,중립
솔저: 76,시온,상성,딜러,0.0,중립
솔저: 76,안란,상성,딜러,-1.0,약간 불리
솔저: 76,애쉬,상성,딜러,-1.0,약간 불리
솔저: 76,에코,상성,딜러,2.0,유리
솔저: 76,엠레,상성,딜러,2.0,유리
솔저: 76,위도우메이커,상성,딜러,-2.0,불리
솔저: 76,정크랫,상성,딜러,2.0,유리
솔저: 76,캐서디,상성,딜러,0.0,중립
솔저: 76,토르비욘,상성,딜러,3.0,매우 유리
솔저: 76,트레이서,상성,딜러,2.0,유리
솔저: 76,파라,상성,딜러,2.0,유리
솔저: 76,프레야,상성,딜러,2.0,유리
솔저: 76,한조,상성,딜러,-2.0,불리
솔저: 76,라이프위버,상성,힐러,2.0,유리
솔저: 76,루시우,상성,힐러,2.0,유리
솔저: 76,메르시,상성,힐러,2.0,유리
솔저: 76,모이라,상성,힐러,0.0,중립
솔저: 76,미즈키,상성,힐러,0.0,중립
솔저: 76,바티스트,상성,힐러,0.0,중립
솔저: 76,브리기테,상성,힐러,2.0,유리
솔저: 76,아나,상성,힐러,2.0,유리
솔저: 76,우양,상성,힐러,-2.0,불리
솔저: 76,일리아리,상성,힐러,0.0,중립
솔저: 76,제트팩 캣,상성,힐러,3.0,매우 유리
솔저: 76,젠야타,상성,힐러,0.0,중립
솔저: 76,주노,상성,힐러,3.0,매우 유리
솔저: 76,키리코,상성,힐러,2.0,유리
솜브라,D.Mon,상성,탱커,0.0,중립
솜브라,D.Va,상성,탱커,2.0,유리
솜브라,도미나,상성,탱커,2.0,유리
솜브라,둠피스트,상성,탱커,3.0,매우 유리
솜브라,라마트라,상성,탱커,-1.0,중립 (네메시스 형태) 불리 (옴닉 형태)
솜브라,라인하르트,상성,탱커,1.0,약간 유리
솜브라,레킹볼,상성,탱커,3.0,매우 유리
솜브라,로드호그,상성,탱커,-2.0,불리
솜브라,마우가,상성,탱커,0.0,중립
솜브라,시그마,상성,탱커,1.0,약간 유리
솜브라,오리사,상성,탱커,0.0,중립
솜브라,윈스턴,상성,탱커,-3.0,매우 불리
솜브라,자리야,상성,탱커,-3.0,매우 불리
솜브라,정커퀸,상성,탱커,1.0,약간 유리
솜브라,해저드,상성,탱커,2.0,유리
솜브라,겐지,상성,딜러,0.5,매우 유리 (운영) 불리 (대인전)
솜브라,리퍼,상성,딜러,-2.0,불리
솜브라,메이,상성,딜러,-2.0,불리
솜브라,바스티온,상성,딜러,2.0,유리
솜브라,벤데타,상성,딜러,2.0,유리
솜브라,벤처,상성,딜러,0.0,유리 (운영) 불리 (대인전)
솜브라,소전,상성,딜러,-3.0,매우 불리
솜브라,솔저: 76,상성,딜러,-2.0,불리
솜브라,시메트라,상성,딜러,0.0,중립
솜브라,안란,상성,딜러,2.0,유리
솜브라,애쉬,상성,딜러,0.0,중립
솜브라,에코,상성,딜러,2.0,유리
솜브라,엠레,상성,딜러,-2.0,불리
솜브라,위도우메이커,상성,딜러,2.0,유리
솜브라,정크랫,상성,딜러,-2.0,불리
솜브라,캐서디,상성,딜러,-3.0,매우 불리
솜브라,토르비욘,상성,딜러,-2.0,불리
솜브라,트레이서,상성,딜러,0.0,유리 (운영) 불리 (대인전)
솜브라,파라,상성,딜러,0.0,유리 (운영) 불리 (대인전)
솜브라,프레야,상성,딜러,2.0,유리
솜브라,한조,상성,딜러,-1.0,약간 불리
솜브라,라이프위버,상성,힐러,-2.0,불리
솜브라,루시우,상성,힐러,2.0,유리
솜브라,메르시,상성,힐러,1.0,약간 유리
솜브라,모이라,상성,힐러,-2.0,불리
솜브라,미즈키,상성,힐러,-2.0,불리
솜브라,바티스트,상성,힐러,0.0,중립
솜브라,브리기테,상성,힐러,-3.0,매우 불리
솜브라,아나,상성,힐러,0.0,중립
솜브라,우양,상성,힐러,2.0,유리
솜브라,일리아리,상성,힐러,0.0,유리 (운영) 불리 (대인전)
솜브라,제트팩 캣,상성,힐러,0.0,중립
솜브라,젠야타,상성,힐러,2.0,유리
솜브라,주노,상성,힐러,1.0,약간 유리
솜브라,키리코,상성,힐러,-3.0,매우 불리
시메트라,D.Mon,상성,탱커,2.0,유리
시메트라,D.Va,상성,탱커,3.0,매우 유리
시메트라,도미나,상성,탱커,3.0,매우 유리
시메트라,둠피스트,상성,탱커,-1.0,약간 불리
시메트라,라마트라,상성,탱커,0.5,유동적 (대인전) 약간 유리 (운영)
시메트라,라인하르트,상성,탱커,2.0,유리
시메트라,레킹볼,상성,탱커,1.0,약간 유리
시메트라,로드호그,상성,탱커,-3.0,매우 불리
시메트라,마우가,상성,탱커,2.0,유리
시메트라,시그마,상성,탱커,2.0,유리
시메트라,오리사,상성,탱커,0.5,유동적 (대인전) 약간 유리 (운영)
시메트라,윈스턴,상성,탱커,-2.0,불리
시메트라,자리야,상성,탱커,-0.5,불리 (대인전) 약간 유리 (운영)
시메트라,정커퀸,상성,탱커,-3.0,매우 불리
시메트라,해저드,상성,탱커,-2.0,불리
시메트라,겐지,상성,딜러,3.0,매우 유리
시메트라,리퍼,상성,딜러,0.0,약간 불리 (공격 시) 약간 유리 (수비 시)
시메트라,메이,상성,딜러,0.5,유동적 (공격 시) 약간 유리 (수비 시)
시메트라,바스티온,상성,딜러,-1.0,불리 (강습 모드) 중립 (수색 모드)
시메트라,벤데타,상성,딜러,-1.5,매우 불리 (대인전) 유동적 (다인전)
시메트라,벤처,상성,딜러,-1.5,유동적 (공격 시) 매우 불리 (수비 시)
시메트라,소전,상성,딜러,-3.0,매우 불리
시메트라,솔저: 76,상성,딜러,0.0,유동적
시메트라,솜브라,상성,딜러,0.0,중립
시메트라,시에라,상성,딜러,0.0,약간 불리 약간 유리 (호버 방벽 특전)
시메트라,시온,상성,딜러,-1.0,약간 불리
시메트라,안란,상성,딜러,-1.0,약간 불리
시메트라,애쉬,상성,딜러,0.5,중립 약간 유리 (호버 방벽 특전)
시메트라,에코,상성,딜러,-3.0,매우 불리
시메트라,엠레,상성,딜러,-1.0,불리 (공격 시) 유동적 (수비 시)
시메트라,위도우메이커,상성,딜러,0.5,중립 약간 유리 (호버 방벽 특전)
시메트라,정크랫,상성,딜러,-1.0,불리 (공격 시) 유동적 (수비 시)
시메트라,캐서디,상성,딜러,-1.0,불리 유동적 (호버 방벽 특전)
시메트라,토르비욘,상성,딜러,0.0,약간 불리 (공격 시) 약간 유리 (수비 시)
시메트라,트레이서,상성,딜러,0.5,약간 불리 (공격 시) 유리 (수비 시)
시메트라,파라,상성,딜러,-3.0,매우 불리
시메트라,프레야,상성,딜러,-3.0,매우 불리
시메트라,한조,상성,딜러,-0.5,약간 불리 유동적 (호버 방벽 특전)
시메트라,라이프위버,상성,힐러,0.0,중립
시메트라,루시우,상성,힐러,1.0,약간 유리
시메트라,메르시,상성,힐러,-1.0,약간 불리
시메트라,모이라,상성,힐러,-1.0,약간 불리
시메트라,미즈키,상성,힐러,1.0,약간 유리
시메트라,바티스트,상성,힐러,1.0,약간 유리
시메트라,브리기테,상성,힐러,1.0,약간 유리
시메트라,아나,상성,힐러,0.0,중립
시메트라,우양,상성,힐러,-2.0,불리
시메트라,일리아리,상성,힐러,0.0,중립
시메트라,제트팩 캣,상성,힐러,-3.0,매우 불리
시메트라,젠야타,상성,힐러,0.0,유동적
시메트라,주노,상성,힐러,0.0,유동적
시메트라,키리코,상성,힐러,-1.0,약간 불리
시에라,D.Va,상성,탱커,-3.0,매우 불리
시에라,도미나,상성,탱커,-1.0,약간 불리
시에라,둠피스트,상성,탱커,-2.0,불리
시에라,라마트라,상성,탱커,0.0,중립
시에라,라인하르트,상성,탱커,2.0,유리
시에라,레킹볼,상성,탱커,2.0,유리
시에라,로드호그,상성,탱커,2.0,유리
시에라,마우가,상성,탱커,2.0,유리
시에라,시그마,상성,탱커,-3.0,매우 불리
시에라,오리사,상성,탱커,-1.0,중립 불리 (방벽 특전)
시에라,윈스턴,상성,탱커,-3.0,매우 불리
시에라,자리야,상성,탱커,0.0,중립
시에라,정커퀸,상성,탱커,2.0,유리
시에라,해저드,상성,탱커,-1.0,약간 불리
시에라,겐지,상성,딜러,0.0,중립
시에라,리퍼,상성,딜러,0.0,중립
시에라,메이,상성,딜러,2.0,유리
시에라,바스티온,상성,딜러,2.0,유리
시에라,벤데타,상성,딜러,3.0,매우 유리
시에라,벤처,상성,딜러,2.0,유리
시에라,소전,상성,딜러,-2.0,불리
시에라,솔저: 76,상성,딜러,0.0,중립
시에라,솜브라,상성,딜러,0.0,유동적
